watch_id,user_id,video_id,category,timestamp,duration_sec,completion_pct,device,video_quality_score,real_views,real_engagement
21,296,4wZwXhoxRIA,tech,2024-04-30 20:52:00,176.9490956288693,0.5898303187628976,tablet,2.5508589368662826,18959978,0.03277329579320737
22,1003,4wZwXhoxRIA,tech,2024-12-19 17:21:00,152.57641183543137,0.5085880394514379,mobile,2.5508589368662826,18959978,0.03277329579320737
23,1024,4wZwXhoxRIA,tech,2024-10-13 08:39:00,241.69321044251373,0.8056440348083791,desktop,2.5508589368662826,18959978,0.03277329579320737
24,225,4wZwXhoxRIA,tech,2024-06-26 05:11:00,204.89810304922122,0.6829936768307374,tablet,2.5508589368662826,18959978,0.03277329579320737
25,552,4wZwXhoxRIA,tech,2024-09-27 20:26:00,186.14423055513504,0.6204807685171168,desktop,2.5508589368662826,18959978,0.03277329579320737
26,413,4wZwXhoxRIA,tech,2024-11-03 00:30:00,133.31538324928442,0.44438461083094805,tablet,2.5508589368662826,18959978,0.03277329579320737
27,743,4wZwXhoxRIA,tech,2024-02-16 18:22:00,242.66525398971305,0.8088841799657102,mobile,2.5508589368662826,18959978,0.03277329579320737
28,1721,4wZwXhoxRIA,tech,2024-03-09 23:21:00,114.42825861228592,0.3814275287076197,smart_tv,2.5508589368662826,18959978,0.03277329579320737
29,1739,4wZwXhoxRIA,tech,2024-11-03 20:04:00,116.77467886375386,0.3892489295458462,mobile,2.5508589368662826,18959978,0.03277329579320737
30,1736,4wZwXhoxRIA,tech,2024-07-03 18:00:00,270.15041502475015,0.9005013834158337,smart_tv,2.5508589368662826,18959978,0.03277329579320737
31,876,4wZwXhoxRIA,tech,2024-02-16 15:26:00,149.50716579182833,0.49835721930609445,smart_tv,2.5508589368662826,18959978,0.03277329579320737
32,1417,4wZwXhoxRIA,tech,2024-05-19 18:44:00,106.85420855414425,0.35618069518048084,desktop,2.5508589368662826,18959978,0.03277329579320737
33,857,UXB9bnuyZb4,tech,2024-10-03 19:38:00,127.78967368253976,0.4259655789417992,mobile,3.3325143925984206,16817134,0.04396605010306452
34,1736,UXB9bnuyZb4,tech,2024-05-17 18:44:00,131.86276292217144,0.4395425430739048,mobile,3.3325143925984206,16817134,0.04396605010306452
35,1039,UXB9bnuyZb4,tech,2024-12-02 11:02:00,77.5159802921654,0.25838660097388466,desktop,3.3325143925984206,16817134,0.04396605010306452
36,1037,UXB9bnuyZb4,tech,2024-01-07 23:07:00,50.305330008315735,0.16768443336105246,mobile,3.3325143925984206,16817134,0.04396605010306452
37,968,UXB9bnuyZb4,tech,2024-03-30 09:56:00,170.19164386393575,0.5673054795464525,mobile,3.3325143925984206,16817134,0.04396605010306452
38,1431,UXB9bnuyZb4,tech,2024-01-10 21:57:00,227.44086345413425,0.7581362115137809,desktop,3.3325143925984206,16817134,0.04396605010306452
39,552,UXB9bnuyZb4,tech,2024-06-06 18:59:00,237.79676081160227,0.7926558693720076,tablet,3.3325143925984206,16817134,0.04396605010306452
40,1096,UXB9bnuyZb4,tech,2024-12-20 00:45:00,157.8161272810471,0.5260537576034904,tablet,3.3325143925984206,16817134,0.04396605010306452
41,618,UXB9bnuyZb4,tech,2024-08-19 13:42:00,169.8127186954905,0.566042395651635,mobile,3.3325143925984206,16817134,0.04396605010306452
42,1360,UXB9bnuyZb4,tech,2024-01-09 21:15:00,154.97301686252342,0.516576722875078,tablet,3.3325143925984206,16817134,0.04396605010306452
43,1682,UXB9bnuyZb4,tech,2024-06-02 18:47:00,225.71241211154594,0.7523747070384865,mobile,3.3325143925984206,16817134,0.04396605010306452
44,1134,UXB9bnuyZb4,tech,2024-09-30 18:12:00,219.7631281661194,0.7325437605537314,mobile,3.3325143925984206,16817134,0.04396605010306452
45,36,UXB9bnuyZb4,tech,2024-04-28 14:37:00,197.99165673410707,0.6599721891136903,smart_tv,3.3325143925984206,16817134,0.04396605010306452
46,15,UXB9bnuyZb4,tech,2024-12-24 10:30:00,158.55304360324925,0.5285101453441642,desktop,3.3325143925984206,16817134,0.04396605010306452
47,99,UXB9bnuyZb4,tech,2024-08-10 07:54:00,202.51052952221104,0.6750350984073702,mobile,3.3325143925984206,16817134,0.04396605010306452
48,536,UXB9bnuyZb4,tech,2024-05-03 10:33:00,254.2998083701239,0.847666027900413,mobile,3.3325143925984206,16817134,0.04396605010306452
49,91,UXB9bnuyZb4,tech,2024-02-01 13:15:00,206.93879232999907,0.6897959744333303,desktop,3.3325143925984206,16817134,0.04396605010306452
50,1057,UXB9bnuyZb4,tech,2024-02-19 07:13:00,206.83027803678704,0.6894342601226234,mobile,3.3325143925984206,16817134,0.04396605010306452
51,691,UXB9bnuyZb4,tech,2024-08-14 18:41:00,184.2872277458309,0.6142907591527696,tablet,3.3325143925984206,16817134,0.04396605010306452
52,1465,UXB9bnuyZb4,tech,2024-03-23 15:03:00,175.04711017604927,0.5834903672534976,desktop,3.3325143925984206,16817134,0.04396605010306452
53,876,UXB9bnuyZb4,tech,2024-06-07 18:05:00,141.1383932937819,0.47046131097927296,desktop,3.3325143925984206,16817134,0.04396605010306452
54,1689,UXB9bnuyZb4,tech,2024-06-20 15:12:00,239.76788278894335,0.7992262759631446,tablet,3.3325143925984206,16817134,0.04396605010306452
55,207,UXB9bnuyZb4,tech,2024-08-12 18:38:00,126.18318400624594,0.4206106133541531,mobile,3.3325143925984206,16817134,0.04396605010306452
56,1734,UXB9bnuyZb4,tech,2024-12-24 05:37:00,192.34986291929212,0.6411662097309737,mobile,3.3325143925984206,16817134,0.04396605010306452
57,497,UXB9bnuyZb4,tech,2024-05-28 19:39:00,121.05102701614435,0.40350342338714784,desktop,3.3325143925984206,16817134,0.04396605010306452
58,26,UXB9bnuyZb4,tech,2024-02-21 17:34:00,102.61302099483842,0.3420434033161281,tablet,3.3325143925984206,16817134,0.04396605010306452
59,768,UXB9bnuyZb4,tech,2024-01-01 18:55:00,197.48565958800097,0.6582855319600033,mobile,3.3325143925984206,16817134,0.04396605010306452
60,409,UXB9bnuyZb4,tech,2024-06-02 19:44:00,139.7344332436989,0.46578144414566297,desktop,3.3325143925984206,16817134,0.04396605010306452
61,968,UXB9bnuyZb4,tech,2024-08-07 21:24:00,162.53364955386917,0.5417788318462305,mobile,3.3325143925984206,16817134,0.04396605010306452
62,1163,UXB9bnuyZb4,tech,2024-05-30 18:52:00,231.34380649269588,0.7711460216423196,desktop,3.3325143925984206,16817134,0.04396605010306452
63,283,UXB9bnuyZb4,tech,2024-07-09 08:52:00,146.30590869284347,0.4876863623094782,tablet,3.3325143925984206,16817134,0.04396605010306452
64,1737,UXB9bnuyZb4,tech,2024-11-10 21:10:00,172.17527000362693,0.5739175666787565,desktop,3.3325143925984206,16817134,0.04396605010306452
65,768,UXB9bnuyZb4,tech,2024-08-03 00:09:00,188.08476714668132,0.626949223822271,mobile,3.3325143925984206,16817134,0.04396605010306452
66,1286,j4EFn3yppfs,tech,2024-11-30 21:04:00,136.77730392367866,0.4559243464122622,mobile,5.482054905416065,14626114,0.07470432168761151
67,432,j4EFn3yppfs,tech,2024-06-17 19:22:00,176.69306656848224,0.5889768885616075,tablet,5.482054905416065,14626114,0.07470432168761151
68,882,j4EFn3yppfs,tech,2024-02-03 22:00:00,195.45973347557782,0.6515324449185927,mobile,5.482054905416065,14626114,0.07470432168761151
69,421,j4EFn3yppfs,tech,2024-05-09 02:06:00,117.00761946742324,0.39002539822474414,desktop,5.482054905416065,14626114,0.07470432168761151
70,167,j4EFn3yppfs,tech,2024-02-25 17:33:00,139.63364874437758,0.46544549581459194,mobile,5.482054905416065,14626114,0.07470432168761151
71,1305,j4EFn3yppfs,tech,2024-05-03 16:47:00,272.8185266452767,0.909395088817589,desktop,5.482054905416065,14626114,0.07470432168761151
72,1358,j4EFn3yppfs,tech,2024-11-30 20:30:00,134.54966853285663,0.44849889510952207,desktop,5.482054905416065,14626114,0.07470432168761151
73,1734,j4EFn3yppfs,tech,2024-04-15 18:47:00,158.03903611195048,0.5267967870398349,mobile,5.482054905416065,14626114,0.07470432168761151
74,575,j4EFn3yppfs,tech,2024-11-02 19:31:00,131.87306427935283,0.43957688093117614,tablet,5.482054905416065,14626114,0.07470432168761151
75,1946,j4EFn3yppfs,tech,2024-08-23 11:01:00,77.55410542641422,0.2585136847547141,mobile,5.482054905416065,14626114,0.07470432168761151
76,1091,j4EFn3yppfs,tech,2024-03-24 18:14:00,178.66647202897565,0.5955549067632522,mobile,5.482054905416065,14626114,0.07470432168761151
77,984,j4EFn3yppfs,tech,2024-08-19 19:03:00,203.40868222306352,0.678028940743545,mobile,5.482054905416065,14626114,0.07470432168761151
78,657,j4EFn3yppfs,tech,2024-10-15 19:48:00,269.44446261545585,0.8981482087181862,mobile,5.482054905416065,14626114,0.07470432168761151
79,640,j4EFn3yppfs,tech,2024-02-23 01:45:00,235.2804768074426,0.7842682560248087,mobile,5.482054905416065,14626114,0.07470432168761151
80,621,j4EFn3yppfs,tech,2024-09-17 16:15:00,212.13467710215227,0.7071155903405075,mobile,5.482054905416065,14626114,0.07470432168761151
81,1575,j4EFn3yppfs,tech,2024-10-18 13:00:00,203.53854255751764,0.6784618085250588,mobile,5.482054905416065,14626114,0.07470432168761151
82,1562,j4EFn3yppfs,tech,2024-02-15 19:02:00,216.29915425482486,0.7209971808494162,mobile,5.482054905416065,14626114,0.07470432168761151
83,1562,j4EFn3yppfs,tech,2024-09-03 20:05:00,78.33950794539557,0.26113169315131857,smart_tv,5.482054905416065,14626114,0.07470432168761151
84,1562,j4EFn3yppfs,tech,2024-02-26 16:40:00,145.68546485665405,0.4856182161888469,mobile,5.482054905416065,14626114,0.07470432168761151
85,197,j4EFn3yppfs,tech,2024-09-27 20:01:00,143.18489658118645,0.47728298860395485,mobile,5.482054905416065,14626114,0.07470432168761151
86,1139,j4EFn3yppfs,tech,2024-05-05 16:02:00,156.15593783053464,0.5205197927684488,desktop,5.482054905416065,14626114,0.07470432168761151
87,1438,j4EFn3yppfs,tech,2024-05-18 22:21:00,216.0502445972189,0.7201674819907297,desktop,5.482054905416065,14626114,0.07470432168761151
88,1682,j4EFn3yppfs,tech,2024-10-23 16:36:00,98.88932363908286,0.32963107879694287,mobile,5.482054905416065,14626114,0.07470432168761151
89,1744,j4EFn3yppfs,tech,2024-01-23 19:36:00,209.5656006289751,0.6985520020965836,mobile,5.482054905416065,14626114,0.07470432168761151
90,1913,l3ujdTrbD6w,tech,2024-10-25 21:16:00,142.61572527450303,0.4753857509150101,mobile,4.787322703524764,14756760,0.06477762972511379
91,1428,l3ujdTrbD6w,tech,2024-01-16 20:29:00,215.8222949436352,0.7194076498121174,mobile,4.787322703524764,14756760,0.06477762972511379
92,1775,l3ujdTrbD6w,tech,2024-10-15 01:41:00,209.30090193604065,0.6976696731201355,mobile,4.787322703524764,14756760,0.06477762972511379
93,700,l3ujdTrbD6w,tech,2024-02-09 11:19:00,223.2190760849322,0.744063586949774,mobile,4.787322703524764,14756760,0.06477762972511379
94,1976,l3ujdTrbD6w,tech,2024-08-23 20:50:00,162.97907695022954,0.5432635898340985,desktop,4.787322703524764,14756760,0.06477762972511379
95,174,l3ujdTrbD6w,tech,2024-02-15 17:35:00,182.74093536861122,0.6091364512287041,mobile,4.787322703524764,14756760,0.06477762972511379
96,385,l3ujdTrbD6w,tech,2024-08-23 10:58:00,206.88099616082775,0.6896033205360925,mobile,4.787322703524764,14756760,0.06477762972511379
97,1957,l3ujdTrbD6w,tech,2024-10-02 19:03:00,205.11677308842948,0.6837225769614316,tablet,4.787322703524764,14756760,0.06477762972511379
98,1734,l3ujdTrbD6w,tech,2024-09-21 18:34:00,265.3845537272736,0.884615179090912,mobile,4.787322703524764,14756760,0.06477762972511379
99,91,l3ujdTrbD6w,tech,2024-01-06 08:08:00,111.37787917085662,0.37125959723618873,desktop,4.787322703524764,14756760,0.06477762972511379
100,258,l3ujdTrbD6w,tech,2024-12-18 20:13:00,105.49341550641124,0.3516447183547041,mobile,4.787322703524764,14756760,0.06477762972511379
101,179,l3ujdTrbD6w,tech,2024-02-25 22:39:00,94.3693230048702,0.314564410016234,mobile,4.787322703524764,14756760,0.06477762972511379
102,564,l3ujdTrbD6w,tech,2024-12-21 14:37:00,144.25102098493093,0.48083673661643644,tablet,4.787322703524764,14756760,0.06477762972511379
103,179,l3ujdTrbD6w,tech,2024-05-18 16:21:00,85.08893811253807,0.28362979370846025,mobile,4.787322703524764,14756760,0.06477762972511379
104,1469,l3ujdTrbD6w,tech,2024-02-20 18:01:00,147.61991756409898,0.49206639188032997,mobile,4.787322703524764,14756760,0.06477762972511379
105,436,l3ujdTrbD6w,tech,2024-02-04 08:19:00,78.69763396132025,0.26232544653773415,mobile,4.787322703524764,14756760,0.06477762972511379
106,174,l3ujdTrbD6w,tech,2024-06-21 20:26:00,197.9205342160014,0.6597351140533381,smart_tv,4.787322703524764,14756760,0.06477762972511379
107,1734,l3ujdTrbD6w,tech,2024-09-29 18:14:00,215.2388390616902,0.7174627968723006,mobile,4.787322703524764,14756760,0.06477762972511379
108,1682,l3ujdTrbD6w,tech,2024-03-27 18:15:00,211.58439065727188,0.7052813021909062,mobile,4.787322703524764,14756760,0.06477762972511379
109,868,l3ujdTrbD6w,tech,2024-07-10 17:37:00,195.73333166991705,0.6524444388997235,mobile,4.787322703524764,14756760,0.06477762972511379
110,1682,l3ujdTrbD6w,tech,2024-11-23 20:28:00,139.6273303285276,0.46542443442842535,desktop,4.787322703524764,14756760,0.06477762972511379
111,294,l3ujdTrbD6w,tech,2024-08-22 06:46:00,228.91708503362196,0.7630569501120732,mobile,4.787322703524764,14756760,0.06477762972511379
112,1139,l3ujdTrbD6w,tech,2024-06-26 08:07:00,208.92185260649282,0.6964061753549761,desktop,4.787322703524764,14756760,0.06477762972511379
113,1921,l3ujdTrbD6w,tech,2024-09-03 06:23:00,114.31748476960877,0.38105828256536256,desktop,4.787322703524764,14756760,0.06477762972511379
114,1562,l3ujdTrbD6w,tech,2024-04-26 18:06:00,157.40329562201543,0.5246776520733848,tablet,4.787322703524764,14756760,0.06477762972511379
115,1061,_mbX3lDgEB0,tech,2024-12-14 15:57:00,260.7183753962619,0.869061251320873,desktop,1.462348347722388,16553202,0.017252854326742686
116,1286,_mbX3lDgEB0,tech,2024-09-08 00:25:00,247.08160180363743,0.8236053393454581,desktop,1.462348347722388,16553202,0.017252854326742686
117,49,_mbX3lDgEB0,tech,2024-07-04 17:10:00,99.93104740732518,0.3331034913577506,tablet,1.462348347722388,16553202,0.017252854326742686
118,31,_mbX3lDgEB0,tech,2024-04-30 14:19:00,48.17329743740589,0.1605776581246863,mobile,1.462348347722388,16553202,0.017252854326742686
119,747,_mbX3lDgEB0,tech,2024-08-09 11:21:00,87.90004740003715,0.29300015800012386,smart_tv,1.462348347722388,16553202,0.017252854326742686
120,1874,_mbX3lDgEB0,tech,2024-10-27 05:35:00,107.66781542392089,0.3588927180797363,mobile,1.462348347722388,16553202,0.017252854326742686
121,1385,_mbX3lDgEB0,tech,2024-04-19 12:28:00,234.71849456688,0.7823949818896,mobile,1.462348347722388,16553202,0.017252854326742686
122,653,_mbX3lDgEB0,tech,2024-07-23 12:14:00,235.47562811722239,0.7849187603907413,mobile,1.462348347722388,16553202,0.017252854326742686
123,1204,_mbX3lDgEB0,tech,2024-02-02 01:16:00,168.97194282112994,0.5632398094037665,mobile,1.462348347722388,16553202,0.017252854326742686
124,1923,_mbX3lDgEB0,tech,2024-07-21 19:25:00,93.67329334608785,0.31224431115362616,tablet,1.462348347722388,16553202,0.017252854326742686
125,989,_mbX3lDgEB0,tech,2024-09-07 12:11:00,105.93667478124473,0.35312224927081576,mobile,1.462348347722388,16553202,0.017252854326742686
126,688,_mbX3lDgEB0,tech,2024-01-23 17:59:00,278.4938440525388,0.9283128135084627,smart_tv,1.462348347722388,16553202,0.017252854326742686
127,950,_mbX3lDgEB0,tech,2024-01-26 19:07:00,159.01008805962653,0.5300336268654218,smart_tv,1.462348347722388,16553202,0.017252854326742686
128,575,_mbX3lDgEB0,tech,2024-09-17 20:53:00,280.13369995054416,0.9337789998351471,tablet,1.462348347722388,16553202,0.017252854326742686
129,1547,_mbX3lDgEB0,tech,2024-03-04 15:01:00,165.0285347035939,0.5500951156786463,desktop,1.462348347722388,16553202,0.017252854326742686
130,1749,_mbX3lDgEB0,tech,2024-08-18 09:39:00,155.3535326031642,0.517845108677214,mobile,1.462348347722388,16553202,0.017252854326742686
131,364,_mbX3lDgEB0,tech,2024-05-03 20:38:00,140.90943744744217,0.4696981248248073,desktop,1.462348347722388,16553202,0.017252854326742686
132,865,_mbX3lDgEB0,tech,2024-01-01 23:22:00,89.59367879388103,0.29864559597960344,smart_tv,1.462348347722388,16553202,0.017252854326742686
133,1853,_mbX3lDgEB0,tech,2024-03-25 18:07:00,166.38477575313354,0.5546159191771118,mobile,1.462348347722388,16553202,0.017252854326742686
134,930,_mbX3lDgEB0,tech,2024-06-14 07:49:00,140.5562917102613,0.4685209723675376,smart_tv,1.462348347722388,16553202,0.017252854326742686
135,1041,_mbX3lDgEB0,tech,2024-12-05 19:38:00,217.3016135021746,0.7243387116739154,desktop,1.462348347722388,16553202,0.017252854326742686
136,207,_mbX3lDgEB0,tech,2024-10-03 09:28:00,195.4513229193469,0.6515044097311563,mobile,1.462348347722388,16553202,0.017252854326742686
137,1837,_mbX3lDgEB0,tech,2024-09-07 13:05:00,112.88292081711026,0.3762764027237009,mobile,1.462348347722388,16553202,0.017252854326742686
138,927,_mbX3lDgEB0,tech,2024-10-16 17:42:00,166.62492510125077,0.5554164170041692,tablet,1.462348347722388,16553202,0.017252854326742686
139,257,_mbX3lDgEB0,tech,2024-04-05 07:40:00,233.10045775356207,0.7770015258452069,smart_tv,1.462348347722388,16553202,0.017252854326742686
140,1864,_mbX3lDgEB0,tech,2024-03-27 08:28:00,136.88222597868028,0.456274086595601,desktop,1.462348347722388,16553202,0.017252854326742686
141,1739,_mbX3lDgEB0,tech,2024-11-24 20:24:00,193.3912062037017,0.644637354012339,desktop,1.462348347722388,16553202,0.017252854326742686
142,1637,_mbX3lDgEB0,tech,2024-03-22 10:11:00,230.89873863889906,0.7696624621296635,mobile,1.462348347722388,16553202,0.017252854326742686
143,838,_mbX3lDgEB0,tech,2024-02-22 22:53:00,103.28418507362534,0.34428061691208445,mobile,1.462348347722388,16553202,0.017252854326742686
144,1183,_mbX3lDgEB0,tech,2024-03-12 06:41:00,137.56303794214892,0.4585434598071631,mobile,1.462348347722388,16553202,0.017252854326742686
145,167,37EcUSDwzjA,tech,2024-11-21 21:58:00,186.05119681534822,0.6201706560511607,mobile,5.093350569639763,12042745,0.06919393633312536
146,1305,37EcUSDwzjA,tech,2024-02-05 12:00:00,213.16182136822152,0.7105394045607384,desktop,5.093350569639763,12042745,0.06919393633312536
147,207,37EcUSDwzjA,tech,2024-01-26 18:01:00,184.59218911302722,0.615307297043424,mobile,5.093350569639763,12042745,0.06919393633312536
148,252,37EcUSDwzjA,tech,2024-06-06 20:14:00,214.32292384050086,0.7144097461350029,mobile,5.093350569639763,12042745,0.06919393633312536
149,258,37EcUSDwzjA,tech,2024-10-18 12:10:00,99.50034429924096,0.3316678143308032,mobile,5.093350569639763,12042745,0.06919393633312536
150,1924,37EcUSDwzjA,tech,2024-11-19 12:48:00,229.92223006566522,0.7664074335522174,desktop,5.093350569639763,12042745,0.06919393633312536
151,1840,37EcUSDwzjA,tech,2024-07-30 20:24:00,263.4639564304284,0.878213188101428,tablet,5.093350569639763,12042745,0.06919393633312536
152,100,37EcUSDwzjA,tech,2024-10-06 00:48:00,187.5701288764995,0.625233762921665,mobile,5.093350569639763,12042745,0.06919393633312536
153,866,37EcUSDwzjA,tech,2024-11-20 17:28:00,157.43480095965575,0.5247826698655191,mobile,5.093350569639763,12042745,0.06919393633312536
154,1061,37EcUSDwzjA,tech,2024-10-19 17:02:00,136.6157946641469,0.45538598221382304,desktop,5.093350569639763,12042745,0.06919393633312536
155,1646,37EcUSDwzjA,tech,2024-10-22 21:09:00,194.04226881695095,0.6468075627231699,desktop,5.093350569639763,12042745,0.06919393633312536
156,1061,37EcUSDwzjA,tech,2024-08-30 19:16:00,239.0017235654618,0.7966724118848726,desktop,5.093350569639763,12042745,0.06919393633312536
157,1204,37EcUSDwzjA,tech,2024-06-19 12:02:00,233.01560356953163,0.7767186785651055,mobile,5.093350569639763,12042745,0.06919393633312536
158,1477,37EcUSDwzjA,tech,2024-07-17 21:49:00,55.10360433423793,0.18367868111412644,desktop,5.093350569639763,12042745,0.06919393633312536
159,180,37EcUSDwzjA,tech,2024-01-12 16:14:00,177.87851653368645,0.5929283884456215,desktop,5.093350569639763,12042745,0.06919393633312536
160,604,37EcUSDwzjA,tech,2024-01-11 20:53:00,266.6836820726617,0.8889456069088725,desktop,5.093350569639763,12042745,0.06919393633312536
161,1873,37EcUSDwzjA,tech,2024-09-27 22:01:00,245.81741498166946,0.8193913832722315,tablet,5.093350569639763,12042745,0.06919393633312536
162,22,37EcUSDwzjA,tech,2024-09-08 08:24:00,237.3224337357543,0.791074779119181,smart_tv,5.093350569639763,12042745,0.06919393633312536
163,638,37EcUSDwzjA,tech,2024-02-16 23:04:00,204.57011136713083,0.6819003712237695,desktop,5.093350569639763,12042745,0.06919393633312536
164,747,37EcUSDwzjA,tech,2024-07-04 22:16:00,202.7943264391064,0.6759810881303547,mobile,5.093350569639763,12042745,0.06919393633312536
165,1586,37EcUSDwzjA,tech,2024-04-08 20:54:00,252.36632165781916,0.8412210721927306,smart_tv,5.093350569639763,12042745,0.06919393633312536
166,261,37EcUSDwzjA,tech,2024-05-28 02:50:00,277.17864331584843,0.9239288110528281,desktop,5.093350569639763,12042745,0.06919393633312536
167,311,37EcUSDwzjA,tech,2024-09-11 13:38:00,146.4538308336766,0.4881794361122553,mobile,5.093350569639763,12042745,0.06919393633312536
168,262,37EcUSDwzjA,tech,2024-11-15 11:56:00,220.04523253067472,0.7334841084355824,mobile,5.093350569639763,12042745,0.06919393633312536
169,876,37EcUSDwzjA,tech,2024-06-21 19:06:00,130.94643813736755,0.43648812712455853,desktop,5.093350569639763,12042745,0.06919393633312536
170,1154,37EcUSDwzjA,tech,2024-11-08 08:49:00,270.30236298327065,0.9010078766109022,mobile,5.093350569639763,12042745,0.06919393633312536
171,338,37EcUSDwzjA,tech,2024-04-27 09:01:00,181.8849408152193,0.606283136050731,mobile,5.093350569639763,12042745,0.06919393633312536
172,1859,37EcUSDwzjA,tech,2024-12-18 05:47:00,121.6657858601508,0.40555261953383603,tablet,5.093350569639763,12042745,0.06919393633312536
173,1837,37EcUSDwzjA,tech,2024-07-23 10:49:00,87.67270510176749,0.29224235033922497,mobile,5.093350569639763,12042745,0.06919393633312536
174,1428,37EcUSDwzjA,tech,2024-11-12 16:36:00,216.2759242754606,0.7209197475848687,mobile,5.093350569639763,12042745,0.06919393633312536
175,1202,37EcUSDwzjA,tech,2024-05-25 20:06:00,124.52400159346982,0.4150800053115661,mobile,5.093350569639763,12042745,0.06919393633312536
176,738,lo4bA4p3MBQ,tech,2024-06-11 12:31:00,68.13227228115717,0.2271075742705239,mobile,1.701702252644016,9072087,0.020803810545047624
177,5,lo4bA4p3MBQ,tech,2024-08-26 17:20:00,236.90884196087873,0.7896961398695957,mobile,1.701702252644016,9072087,0.020803810545047624
178,1158,lo4bA4p3MBQ,tech,2024-09-28 09:01:00,189.89615918481348,0.6329871972827116,smart_tv,1.701702252644016,9072087,0.020803810545047624
179,930,lo4bA4p3MBQ,tech,2024-06-10 11:35:00,142.58591269289414,0.4752863756429805,mobile,1.701702252644016,9072087,0.020803810545047624
180,1811,lo4bA4p3MBQ,tech,2024-09-05 16:09:00,291.0996041324907,0.970332013774969,smart_tv,1.701702252644016,9072087,0.020803810545047624
181,539,lo4bA4p3MBQ,tech,2024-02-26 17:36:00,77.33785658813493,0.2577928552937831,desktop,1.701702252644016,9072087,0.020803810545047624
182,566,lo4bA4p3MBQ,tech,2024-06-10 16:28:00,242.56990347300334,0.8085663449100111,desktop,1.701702252644016,9072087,0.020803810545047624
183,1971,lo4bA4p3MBQ,tech,2024-01-02 11:45:00,239.6734676934387,0.798911558978129,mobile,1.701702252644016,9072087,0.020803810545047624
184,1586,lo4bA4p3MBQ,tech,2024-02-20 19:57:00,222.2440947403996,0.7408136491346653,mobile,1.701702252644016,9072087,0.020803810545047624
185,338,lo4bA4p3MBQ,tech,2024-09-21 21:33:00,91.34939336376867,0.3044979778792289,desktop,1.701702252644016,9072087,0.020803810545047624
186,1081,lo4bA4p3MBQ,tech,2024-11-18 17:57:00,168.7012264346151,0.562337421448717,mobile,1.701702252644016,9072087,0.020803810545047624
