engagement_id,impression_id,user_id,ad_id,timestamp,clicked,skipped,dwell_time,converted,effective_ctr
66,66,1637,344,2024-03-22 10:11:36.542346,0,1,1.48,0,0.0419
67,67,838,220,2024-02-22 22:53:00.000000,0,1,1.2,0,0.0649
68,68,167,498,2024-11-21 21:58:00.000000,0,1,1.02,0,0.0574
69,69,167,28,2024-11-21 21:58:49.618289,0,0,1.61,0,0.0521
70,70,167,362,2024-11-21 21:59:03.083980,1,0,4.42,0,0.0834
71,71,1305,186,2024-02-05 12:00:00.000000,0,0,1.51,0,0.2644
72,72,1305,188,2024-02-05 12:01:34.763344,1,0,15.12,0,0.089
73,73,207,30,2024-01-26 18:01:00.000000,0,0,0.42,0,0.0657
74,74,1646,220,2024-10-22 21:09:00.000000,0,0,1.34,0,0.0794
75,75,1061,49,2024-08-30 19:16:00.000000,0,0,0.89,0,0.0452
76,76,1061,342,2024-08-30 19:17:55.132595,0,0,0.23,0,0.0822
77,77,1061,295,2024-08-30 19:17:28.880040,0,0,0.23,0,0.148
78,78,180,113,2024-01-12 16:14:00.000000,0,0,1.82,0,0.1736
79,79,604,141,2024-01-11 20:53:00.000000,1,0,5.27,0,0.1423
80,80,1873,28,2024-09-27 22:01:00.000000,0,0,1.89,0,0.057
81,81,1873,453,2024-09-27 22:03:16.235075,0,0,1.26,0,0.1244
82,82,1873,57,2024-09-27 22:02:08.523070,0,0,1.7,0,0.0576
83,83,22,220,2024-09-08 08:24:00.000000,0,0,0.64,0,0.062
84,84,638,362,2024-02-16 23:04:00.000000,0,0,0.36,0,0.1133
85,85,638,109,2024-02-16 23:05:28.571892,0,0,0.64,0,0.0572
86,86,747,117,2024-07-04 22:16:00.000000,0,0,1.02,0,0.072
87,87,747,120,2024-07-04 22:16:36.853018,0,0,0.63,0,0.1472
88,88,1586,479,2024-04-08 20:54:00.000000,0,0,0.51,0,0.0394
89,89,261,95,2024-05-28 02:50:00.000000,0,0,1.88,0,0.1339
90,90,262,304,2024-11-15 11:56:00.000000,0,0,0.07,0,0.051
91,91,1154,345,2024-11-08 08:49:00.000000,0,0,1.36,0,0.0692
92,92,1859,245,2024-12-18 05:47:00.000000,0,0,0.27,0,0.0387
93,93,1837,14,2024-07-23 10:49:00.000000,0,1,0.8,0,0.0466
94,94,5,454,2024-08-26 17:20:00.000000,0,0,1.63,0,0.0286
95,95,5,151,2024-08-26 17:21:05.046236,0,1,0.0,0,0.0562
96,96,5,444,2024-08-26 17:20:50.145220,1,1,10.95,0,0.0468
97,97,1811,74,2024-09-05 16:09:00.000000,0,1,1.18,0,0.0367
98,98,1971,362,2024-01-02 11:45:00.000000,1,0,6.84,0,0.0737
99,99,1586,395,2024-02-20 19:57:00.000000,0,0,0.54,0,0.0194
100,100,720,120,2024-08-01 20:30:00.000000,0,0,1.79,0,0.0679
101,101,720,38,2024-08-01 20:31:35.562002,0,1,0.38,0,0.0309
102,102,1165,428,2024-05-29 21:04:00.000000,0,1,0.43,0,0.1034
103,103,413,275,2024-04-23 18:03:00.000000,1,0,29.44,1,0.0458
104,104,1024,69,2024-09-30 17:20:00.000000,1,1,3.11,0,0.0387
105,105,1518,288,2024-08-04 06:32:00.000000,0,0,1.53,0,0.0788
106,106,1183,23,2024-12-02 22:46:00.000000,0,1,1.53,0,0.13
107,107,1183,28,2024-12-02 22:48:13.647911,0,0,1.56,0,0.0985
108,108,382,151,2024-04-01 11:25:00.000000,0,0,0.15,0,0.0662
109,109,382,6,2024-04-01 11:25:59.342097,0,1,1.84,0,0.0278
110,110,876,221,2024-04-19 12:01:00.000000,0,0,0.45,0,0.2086
111,111,1583,75,2024-12-27 19:30:00.000000,1,0,4.84,0,0.08
112,112,594,53,2024-06-08 10:22:00.000000,0,0,1.54,0,0.0229
113,113,594,457,2024-06-08 10:22:35.889979,0,1,0.29,0,0.0563
114,114,1898,404,2024-11-08 20:12:00.000000,0,0,1.84,0,0.092
115,115,1682,37,2024-04-06 11:48:00.000000,1,0,36.73,0,0.0469
116,116,539,443,2024-04-21 22:18:00.000000,0,0,1.82,0,0.0886
117,117,539,232,2024-04-21 22:18:37.572549,0,0,1.66,0,0.0537
118,118,751,251,2024-10-19 18:41:00.000000,0,0,0.94,0,0.0636
119,119,751,444,2024-10-19 18:42:14.464339,0,0,0.64,0,0.0722
120,120,19,291,2024-01-21 21:50:00.000000,0,0,1.71,0,0.1233
121,121,1475,186,2024-07-19 20:04:00.000000,0,0,1.72,0,0.1503
122,122,225,221,2024-04-27 12:27:00.000000,0,0,1.25,0,0.0906
123,123,225,463,2024-04-27 12:29:16.578628,0,0,1.65,0,0.0286
124,124,1211,405,2024-03-12 15:10:00.000000,0,0,1.44,0,0.1655
125,125,15,89,2024-05-12 23:18:00.000000,0,0,1.83,0,0.0689
126,126,155,267,2024-12-11 10:20:00.000000,1,0,29.08,0,0.126
127,127,1660,74,2024-04-06 11:18:00.000000,0,1,0.69,0,0.0778
128,128,1921,439,2024-05-20 03:02:00.000000,0,1,1.15,0,0.0397
129,129,1921,319,2024-05-20 03:03:46.821777,1,0,53.73,0,0.104
130,130,1921,353,2024-05-20 03:06:48.993381,0,0,1.26,0,0.0546
131,131,728,110,2024-11-30 11:45:00.000000,0,0,1.83,0,0.1512
132,132,852,220,2024-01-13 02:58:00.000000,0,0,1.5,0,0.1028
133,133,727,288,2024-02-05 22:00:00.000000,0,0,0.62,0,0.1049
134,134,1682,220,2024-04-12 17:12:00.000000,0,1,1.89,0,0.0528
135,135,1682,443,2024-04-12 17:12:36.585948,0,0,1.0,0,0.048
136,136,1444,162,2024-07-26 06:02:00.000000,1,0,23.85,0,0.1273
137,137,1104,224,2024-04-13 12:24:00.000000,1,1,5.33,1,0.1271
138,138,1104,251,2024-04-13 12:25:02.740595,0,0,0.56,0,0.077
139,139,1139,170,2024-12-22 19:54:00.000000,0,0,0.02,0,0.0433
140,140,1965,362,2024-09-13 07:40:00.000000,0,0,1.1,0,0.0723
141,141,1965,406,2024-09-13 07:43:10.115082,0,0,0.82,0,0.0822
142,142,1965,336,2024-09-13 07:44:34.222656,0,0,0.44,0,0.0575
143,143,295,295,2024-05-30 16:20:00.000000,1,0,7.36,0,0.1808
144,144,1636,162,2024-08-29 15:36:00.000000,0,0,1.8,0,0.0875
145,145,419,498,2024-11-29 09:55:00.000000,0,1,1.78,0,0.0801
146,146,78,324,2024-06-28 09:51:00.000000,0,1,1.86,0,0.1314
147,147,1689,123,2024-04-25 18:10:00.000000,0,0,1.36,0,0.1097
148,148,1689,284,2024-04-25 18:11:07.072962,0,0,1.31,0,0.0897
149,149,1308,275,2024-09-10 14:48:00.000000,0,0,0.21,0,0.0967
150,150,1673,408,2024-06-10 22:38:00.000000,1,0,13.06,0,0.1597
151,151,337,275,2024-08-30 12:28:00.000000,0,0,0.74,0,0.0813
152,152,567,141,2024-09-14 12:29:00.000000,0,0,0.15,0,0.1611
153,153,564,224,2024-01-30 08:47:00.000000,0,0,1.24,0,0.1326
154,154,1034,457,2024-01-31 20:39:00.000000,0,0,1.18,0,0.1395
155,155,1475,490,2024-08-26 17:53:00.000000,0,0,0.82,0,0.0348
156,156,902,304,2024-06-09 08:52:00.000000,0,0,0.19,0,0.0489
157,157,902,201,2024-06-09 08:53:28.131371,0,0,0.26,0,0.0888
158,158,977,151,2024-08-31 16:51:00.000000,0,0,1.95,0,0.087
159,159,977,200,2024-08-31 16:53:16.312170,0,1,0.38,0,0.0659
160,160,525,479,2024-11-09 13:20:00.000000,0,0,1.3,0,0.0649
161,161,747,319,2024-07-13 05:41:00.000000,0,0,1.96,0,0.1295
162,162,747,444,2024-07-13 05:42:57.101707,0,0,0.5,0,0.0736
163,163,109,452,2024-12-04 19:05:00.000000,0,0,0.72,0,0.082
164,164,109,100,2024-12-04 19:06:45.177526,0,0,1.27,0,0.1073
165,165,391,131,2024-07-23 15:37:00.000000,0,0,0.0,0,0.087
166,166,391,89,2024-07-23 15:38:49.443745,0,0,1.61,0,0.0527
167,167,747,314,2024-10-28 21:04:00.000000,0,0,1.53,0,0.036
168,168,1620,26,2024-11-25 13:35:00.000000,0,0,1.48,0,0.0648
169,169,977,210,2024-05-05 13:23:00.000000,0,0,0.75,0,0.2175
170,170,1352,471,2024-11-20 00:15:00.000000,0,0,1.55,0,0.0397
171,171,1564,218,2024-07-05 12:03:00.000000,0,0,0.52,0,0.0848
172,172,1682,421,2024-10-31 12:16:00.000000,0,0,1.31,0,0.1266
173,173,638,218,2024-12-01 02:39:00.000000,0,0,0.25,0,0.0354
174,174,956,394,2024-09-13 23:01:00.000000,0,0,0.71,0,0.0742
175,175,956,224,2024-09-13 23:02:16.547736,0,0,0.3,0,0.091
176,176,956,202,2024-09-13 23:02:29.987874,0,0,1.65,0,0.0337
177,177,747,200,2024-01-06 18:09:00.000000,0,0,1.97,0,0.081
178,178,541,370,2024-11-11 10:44:00.000000,0,0,1.58,0,0.2436
179,179,862,333,2024-07-08 13:48:00.000000,1,0,51.14,0,0.0508
180,180,590,288,2024-06-21 07:23:00.000000,0,0,0.75,0,0.1359
181,181,590,218,2024-06-21 07:24:24.998452,0,1,2.0,0,0.0772
182,182,590,89,2024-06-21 07:27:40.469477,0,0,1.29,0,0.0432
183,183,1811,379,2024-04-14 02:41:00.000000,0,0,1.42,0,0.0327
184,184,1811,141,2024-04-14 02:42:53.710497,0,0,1.75,0,0.0534
185,185,1564,100,2024-05-22 21:19:00.000000,0,0,1.09,0,0.1356
186,186,1564,4,2024-05-22 21:19:35.800730,0,0,1.68,0,0.0342
187,187,694,453,2024-08-24 15:56:00.000000,0,0,0.07,0,0.245
188,188,694,162,2024-08-24 15:56:53.904945,0,0,1.35,0,0.1485
189,189,180,98,2024-07-13 15:51:00.000000,0,0,1.97,0,0.1736
190,190,387,421,2024-09-26 13:22:00.000000,0,0,1.12,0,0.1885
191,191,1682,267,2024-06-27 12:55:00.000000,0,0,1.14,0,0.0791
192,192,1682,322,2024-06-27 12:55:38.156110,0,0,1.85,0,0.04
193,193,1913,427,2024-05-16 00:20:00.000000,0,0,1.43,0,0.0407
194,194,675,421,2024-10-20 18:31:00.000000,0,0,0.55,0,0.1764
195,195,675,406,2024-10-20 18:32:22.115742,0,0,0.19,0,0.1336
196,196,675,457,2024-10-20 18:31:54.863308,1,0,10.28,0,0.0802
197,197,621,267,2024-07-23 14:30:00.000000,0,0,0.96,0,0.0955
198,198,621,38,2024-07-23 14:31:15.375105,0,0,0.67,0,0.0434
199,199,1960,408,2024-06-27 21:05:00.000000,0,0,1.25,0,0.1491
200,200,1960,116,2024-06-27 21:06:30.524749,0,0,1.15,0,0.0603
201,201,1960,420,2024-06-27 21:06:52.563570,0,1,0.25,0,0.0678
202,202,525,193,2024-11-27 22:17:00.000000,0,0,1.51,0,0.0401
203,203,369,145,2024-08-12 19:51:00.000000,0,0,0.57,0,0.0701
204,204,369,428,2024-08-12 19:53:16.191227,0,0,1.3,0,0.0956
205,205,369,428,2024-08-12 19:53:11.936436,0,1,0.92,0,0.0956
206,206,694,435,2024-03-01 23:38:00.000000,0,0,0.14,0,0.245
207,207,1663,218,2024-01-22 00:18:00.000000,0,1,0.32,0,0.0632
208,208,79,291,2024-02-13 17:40:00.000000,0,0,0.02,0,0.1486
209,209,1289,457,2024-02-29 22:02:00.000000,0,1,1.76,0,0.1555
210,210,311,453,2024-05-11 17:10:00.000000,0,0,1.05,0,0.197
211,211,1981,359,2024-08-07 14:43:00.000000,0,1,0.74,0,0.0421
212,212,657,200,2024-08-28 12:21:00.000000,0,0,1.33,0,0.0508
213,213,691,318,2024-02-05 10:46:00.000000,0,0,1.27,0,0.0396
214,214,462,405,2024-02-17 00:04:00.000000,0,0,1.29,0,0.1633
215,215,1204,349,2024-01-12 19:20:00.000000,0,0,0.3,0,0.0417
216,216,946,284,2024-05-11 19:06:00.000000,0,0,0.4,0,0.1012
217,217,946,220,2024-05-11 19:06:44.341850,0,1,0.18,0,0.0767
218,218,760,161,2024-06-05 19:48:00.000000,0,0,0.37,0,0.0648
219,219,760,405,2024-06-05 19:50:02.033804,0,0,0.93,0,0.1591
220,220,760,377,2024-06-05 19:52:41.389955,1,0,11.67,0,0.0928
221,221,1360,443,2024-12-03 07:23:00.000000,0,0,0.48,0,0.0533
222,222,1913,65,2024-11-17 11:55:00.000000,0,0,0.32,0,0.0939
223,223,1663,203,2024-03-28 09:18:00.000000,0,0,0.19,0,0.0351
224,224,813,416,2024-10-06 20:16:00.000000,0,0,0.74,0,0.0561
225,225,1417,224,2024-12-23 04:27:00.000000,0,1,0.05,0,0.1032
226,226,1682,433,2024-05-23 17:07:00.000000,0,0,1.82,0,0.0235
227,227,1739,304,2024-11-24 15:12:00.000000,0,0,0.46,0,0.0419
228,228,575,177,2024-11-29 05:08:00.000000,0,0,0.1,0,0.0382
229,229,1589,428,2024-10-17 12:37:00.000000,0,0,1.77,0,0.0892
230,230,1589,23,2024-10-17 12:38:45.014312,0,1,1.47,0,0.0811
231,231,914,319,2024-09-26 18:31:00.000000,0,0,0.2,0,0.0736
232,232,914,224,2024-09-26 18:32:35.588895,0,1,0.33,0,0.0502
233,233,914,421,2024-09-26 18:32:20.345229,0,0,1.27,0,0.1004
234,234,1773,331,2024-12-01 16:42:00.000000,0,0,1.23,0,0.0242
235,235,276,455,2024-03-17 20:24:00.000000,0,0,1.11,0,0.0364
236,236,337,162,2024-11-04 15:34:00.000000,0,0,0.21,0,0.1085
237,237,337,406,2024-11-04 15:35:05.497068,0,0,1.37,0,0.1232
238,238,466,284,2024-09-14 21:11:00.000000,0,1,0.22,0,0.0744
239,239,466,38,2024-09-14 21:12:25.055851,0,1,0.53,0,0.0564
240,240,971,336,2024-02-06 21:27:00.000000,0,0,1.6,0,0.1276
241,241,968,362,2024-01-26 20:14:00.000000,0,0,0.03,0,0.1025
242,242,698,162,2024-02-15 11:56:00.000000,0,0,1.65,0,0.0882
243,243,575,141,2024-06-14 21:51:00.000000,0,0,0.19,0,0.1099
244,244,575,220,2024-06-14 21:52:20.218797,0,1,1.17,0,0.0625
245,245,575,101,2024-06-14 21:53:21.634978,0,1,0.69,0,0.075
246,246,594,113,2024-03-30 10:46:00.000000,0,0,0.17,0,0.0619
247,247,1820,446,2024-09-03 21:15:00.000000,0,1,0.32,0,0.0295
248,248,575,370,2024-02-08 20:56:00.000000,0,0,0.99,0,0.1099
249,249,1931,224,2024-03-08 10:23:00.000000,0,0,1.24,0,0.0752
250,250,386,145,2024-08-04 20:01:00.000000,1,0,19.6,0,0.0452
251,251,184,336,2024-01-19 11:34:00.000000,0,0,0.04,0,0.1283
252,252,184,15,2024-01-19 11:35:57.900723,0,0,0.8,0,0.0583
253,253,184,218,2024-01-19 11:34:45.819051,0,0,0.77,0,0.0583
254,254,617,160,2024-12-15 00:38:00.000000,0,0,1.19,0,0.059
255,255,512,65,2024-08-09 03:14:00.000000,0,0,0.19,0,0.0885
256,256,512,259,2024-08-09 03:15:08.869573,0,0,0.96,0,0.0223
257,257,512,163,2024-08-09 03:16:42.018937,0,0,1.83,0,0.0447
258,258,466,131,2024-04-10 17:57:00.000000,0,1,0.31,0,0.0744
259,259,466,385,2024-04-10 17:58:09.082406,0,0,0.66,0,0.0501
260,260,466,304,2024-04-10 17:58:03.116090,0,0,0.67,0,0.0451
261,261,1593,186,2024-04-30 19:53:00.000000,0,0,1.1,0,0.1184
262,262,1682,124,2024-01-17 00:28:00.000000,0,0,1.84,0,0.0704
263,263,1913,443,2024-05-20 19:23:00.000000,0,1,1.46,0,0.0587
264,264,575,65,2024-11-23 20:53:00.000000,0,0,1.38,0,0.1099
265,265,575,210,2024-11-23 20:55:20.069567,0,0,1.62,0,0.1249
266,266,575,38,2024-11-23 20:55:15.284301,0,1,0.73,0,0.0625
267,267,1712,491,2024-07-09 08:18:00.000000,0,0,1.58,0,0.0391
268,268,1873,344,2024-03-11 17:50:00.000000,0,0,1.17,0,0.0456
269,269,148,444,2024-01-14 20:36:00.000000,1,1,23.0,0,0.0481
270,270,333,251,2024-04-09 21:40:00.000000,0,0,1.39,0,0.0649
271,271,333,38,2024-04-09 21:40:50.931274,1,1,10.84,0,0.0738
272,272,1739,251,2024-09-02 07:36:00.000000,0,0,0.36,0,0.0419
273,273,1211,453,2024-01-17 18:59:00.000000,0,0,0.69,0,0.1241
274,274,444,15,2024-10-23 16:05:00.000000,0,1,1.5,0,0.0888
275,275,444,23,2024-10-23 16:07:25.808332,0,1,0.18,0,0.0969
276,276,1609,120,2024-11-03 17:36:00.000000,0,0,1.9,0,0.1688
277,277,826,291,2024-08-01 21:57:00.000000,1,0,25.83,0,0.1161
278,278,1204,240,2024-03-02 15:38:00.000000,0,0,1.21,0,0.0668
279,279,291,220,2024-12-19 13:40:00.000000,0,1,1.63,0,0.0503
280,280,1336,197,2024-04-16 21:21:00.000000,0,0,0.52,0,0.2109
281,281,1609,23,2024-08-13 18:46:00.000000,0,0,1.52,0,0.1519
282,282,925,428,2024-07-05 19:18:00.000000,0,0,0.27,0,0.1349
283,283,594,113,2024-01-14 09:39:00.000000,0,0,0.72,0,0.1238
284,284,1911,426,2024-01-30 22:03:00.000000,1,0,10.68,0,0.0299
285,285,26,421,2024-03-27 13:48:00.000000,1,0,17.0,0,0.2581
286,286,26,177,2024-03-27 13:50:33.827938,0,0,1.2,0,0.0543
287,287,257,197,2024-08-28 13:39:00.000000,1,0,21.56,0,0.1456
288,288,257,327,2024-08-28 13:39:54.857856,0,0,1.45,0,0.0441
289,289,161,201,2024-02-14 19:38:00.000000,0,0,0.61,0,0.1414
290,290,161,113,2024-02-14 19:39:51.961960,0,0,1.75,0,0.1285
291,291,161,405,2024-02-14 19:38:48.135465,1,0,3.9,0,0.1928
292,292,1482,477,2024-08-02 21:51:00.000000,1,0,10.53,0,0.0662
293,293,419,113,2024-08-16 13:13:00.000000,0,0,0.82,0,0.1282
294,294,782,179,2024-01-14 20:17:00.000000,0,0,0.99,0,0.1269
295,295,311,421,2024-06-25 16:56:00.000000,0,0,0.15,0,0.1313
296,296,1158,304,2024-05-05 15:45:00.000000,1,0,11.4,0,0.0755
297,297,1681,102,2024-11-08 12:31:00.000000,0,0,1.61,0,0.0431
298,298,462,319,2024-10-28 00:25:00.000000,0,0,1.19,0,0.1089
299,299,462,344,2024-10-28 00:27:20.759010,0,1,1.37,0,0.0619
300,300,563,144,2024-12-24 10:05:00.000000,0,0,1.21,0,0.0316
301,301,99,370,2024-10-05 18:28:00.000000,0,0,0.09,0,0.0934
302,302,94,76,2024-06-21 19:01:00.000000,0,0,1.34,0,0.0276
303,303,1562,23,2024-09-17 05:01:00.000000,0,0,2.0,0,0.0761
304,304,1562,218,2024-09-17 05:02:03.680042,0,0,0.13,0,0.0576
305,305,1003,200,2024-10-29 16:43:00.000000,0,0,0.43,0,0.1167
306,306,1158,267,2024-02-14 13:32:00.000000,0,0,1.19,0,0.1887
307,307,333,16,2024-10-27 21:22:00.000000,0,0,0.75,0,0.0902
308,308,1465,284,2024-11-09 23:11:00.000000,0,1,0.12,0,0.1312
309,309,94,120,2024-02-28 18:56:00.000000,0,0,1.15,0,0.0995
310,310,1655,137,2024-09-11 08:29:00.000000,0,0,1.14,0,0.0556
311,311,930,84,2024-10-18 14:33:00.000000,0,0,0.93,0,0.0373
312,312,930,295,2024-10-18 14:33:43.969725,0,0,1.63,0,0.122
313,313,930,102,2024-10-18 14:35:13.081060,0,0,0.37,0,0.0339
314,314,394,165,2024-12-09 11:47:00.000000,0,1,0.86,0,0.0352
315,315,1263,280,2024-05-20 20:33:00.000000,0,0,1.4,0,0.0624
316,316,594,319,2024-07-18 10:33:00.000000,0,0,1.23,0,0.0825
317,317,594,420,2024-07-18 10:35:40.166858,0,0,1.65,0,0.0469
318,318,405,370,2024-07-14 21:03:00.000000,0,0,1.03,0,0.1775
319,319,1061,197,2024-05-25 16:16:00.000000,1,0,31.8,0,0.2442
320,320,1061,212,2024-05-25 16:18:02.620139,0,0,0.55,0,0.1028
321,321,734,113,2024-11-10 21:46:00.000000,1,0,8.74,0,0.0954
322,322,424,444,2024-07-20 08:38:00.000000,0,0,0.2,0,0.0839
323,323,927,153,2024-07-13 19:29:00.000000,0,0,0.48,0,0.0347
324,324,1258,206,2024-12-07 21:00:00.000000,0,0,0.61,0,0.0374
325,325,1360,28,2024-06-11 18:18:00.000000,0,0,1.61,0,0.0533
326,326,1913,201,2024-03-05 17:51:00.000000,0,0,0.71,0,0.0939
327,327,1663,498,2024-07-22 15:37:00.000000,0,1,0.27,0,0.0632
328,328,593,284,2024-03-12 21:39:00.000000,0,0,0.38,0,0.0922
329,329,933,34,2024-03-18 23:04:00.000000,0,0,0.09,0,0.0571
330,330,933,254,2024-03-18 23:05:16.369309,1,0,6.58,0,0.0324
331,331,1557,444,2024-01-07 17:52:00.000000,0,1,1.48,0,0.0892
332,332,1682,380,2024-12-14 19:16:00.000000,0,0,0.01,0,0.0879
333,333,1682,444,2024-12-14 19:17:17.348658,0,0,1.08,0,0.06
334,334,1611,187,2024-11-24 23:20:00.000000,0,0,1.81,0,0.0592
335,335,1611,344,2024-11-24 23:20:43.969681,0,1,1.49,0,0.0606
336,336,1611,284,2024-11-24 23:21:54.540678,0,0,0.49,0,0.0727
337,337,660,141,2024-03-16 15:43:00.000000,0,0,1.68,0,0.1421
338,338,660,145,2024-03-16 15:44:37.466955,0,0,1.54,0,0.0646
339,339,1562,406,2024-04-15 21:03:00.000000,0,0,0.51,0,0.1268
340,340,1739,288,2024-11-05 17:58:00.000000,0,0,0.88,0,0.0838
341,341,1739,56,2024-11-05 17:59:44.396097,0,0,0.29,0,0.0635
342,342,1739,110,2024-11-05 17:59:29.538876,0,0,0.51,0,0.1143
343,343,797,95,2024-03-02 20:29:00.000000,0,0,0.74,0,0.0867
344,344,205,100,2024-09-28 22:10:00.000000,0,0,1.1,0,0.1234
345,345,205,295,2024-09-28 22:12:07.611051,0,0,1.52,0,0.1121
346,346,205,421,2024-09-28 22:12:29.266596,0,0,1.23,0,0.1682
347,347,1528,424,2024-06-06 16:34:00.000000,0,0,0.86,0,0.0496
348,348,437,267,2024-07-02 15:39:00.000000,1,0,15.55,0,0.1149
349,349,405,406,2024-07-16 00:54:00.000000,1,0,21.73,0,0.2219
350,350,1990,151,2024-09-16 19:24:00.000000,0,0,0.58,0,0.0888
351,351,409,490,2024-03-11 19:55:00.000000,0,1,1.33,0,0.0521
352,352,409,319,2024-03-11 19:55:37.552635,0,0,0.02,0,0.1365
353,353,409,479,2024-03-11 19:56:22.037577,0,0,1.81,0,0.1023
